"""Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição 1995 a 2018""";;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Ano de Lançamento;Certificado de Produto Brasileiro (CPB);Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira;UF;Distribuidora;Máximo de Salas;Renda (R$);Público ;;;;
2002;B0500312900000;"""Uma Onda no Ar""";Helvécio Ratton;Ficção;"""Quimera Filmes""";MG;""" -"""; -;Mais Filmes;11;"""153644""";34,837;;;;
2002;B0500293200000;"""Uma Vida em Segredo""";Suzana Amaral;Ficção;"""Raiz Produções""";SP;""" -"""; -;RioFilme;10;"""86160""";14,279;;;;
2002;B0500313000000;"""Viva São João""";Andrucha Waddington;Documentário;"""Conspiração Filmes""";RJ;""" -"""; -;Columbia;13;"""43963""";7,092;;;;
2002;B0300029600000;"""Xuxa e os Duendes 2""";Paulo Sérgio Almeida/Rogério Gomes;Ficção;"""Diler & Associados/LaboCine/Quanta-Rio/Tele Image""";RJ/RJ/RJ/SP;""" -"""; -;Warner;303;"""11485979""";2,301,152;;;;
2001;B0400100600000;"""2000 Nordestes""";David França Mendes/Sandra Magalhães Delgado/Vicente Amorim;Documentário;"""Filmes do Equador""";RJ;""" -"""; -;RioFilme;2;"""20707""";4,297;;;;
2001;B0901027200000;"""A Hora Marcada""";Marcelo Taranto;Ficção;"""MT Filmes""";RJ;""" -"""; -;UIP;18;"""92213""";16,441;;;;
2001;B0500309300000;"""A Partilha""";Daniel Filho;Ficção;"""Lereby""";RJ;""" -"""; -;Columbia;155;"""8797925""";1,449,411;;;;
2001;B0500308900000;"""Abril Despedaçado""";Walter Salles;Ficção;"""Videofilmes""";RJ;""" -"""; -;Lumière;49;"""2063956""";353,713;;;;
2001;B0500309600000;"""Amores Possíveis""";Sandra Werneck;Ficção;"""Cineluz Produções""";RJ;"""LaboCine/Estudios Quanta""";RJ/SP;Fox;80;"""2658663""";396,224;;;;
2001;B0500254900000;"""Anésia - um Vôo no Tempo""";Ludmila Ferolla;Documentário;"""Mares Produções""";RJ;""" -"""; -;RioFilme;3;"""6436""";1,498;;;;
2001;B0500311700000;"""As Feras""";Walter Hugo Khouri;Ficção;"""Cinearte Produções Cinematográficas """;SP;""" -"""; -;RioFilme;5;"""14922""";3,645;;;;
2001;B0500312300000;"""Babilônia 2000""";Eduardo Coutinho;Documentário;"""Videofilmes""";RJ;""" -"""; -;RioFilme;3;"""86496""";15,301;;;;
2001;B0500312400000;"""Barra 68 - Sem Perder a Ternura""";Vladimir Carvalho;Documentário;"""Folkino Produções Audiovisuais""";DF;""" -"""; -;RioFilme;3;"""31427""";6,989;;;;
2001;B0500309800000;"""Bicho de Sete Cabeças""";Laís Bodanzky;Ficção;"""Buriti Filmes/Dezenove Som e Imagens""";SP;"""Gullane""";SP;Columbia;50;"""2184514""";401,565;;;;
2001;B0700637600000;"""Brava Gente Brasileira""";Lucia Murat;Ficção;"""Taiga Filmes e Vídeo""";RJ;""" -"""; -;RioFilme;14;"""102507""";23,17;;;;
2001;B0500309100000;"""Bufo & Spallanzani""";Flávio Ramos Tambellini;Ficção;"""Tambellini Filmes""";RJ;""" -"""; -;Warner;39;"""251836""";47,017;;;;
2001;B0500312200000;"""Caramuru - a Invenção do Brasil""";Guel Arraes;Ficção;"""Globo Filmes""";RJ;""" -"""; -;Columbia;170;"""1500740""";246,023;;;;
2001;B0500312000000;"""Condenado à Liberdade""";Emiliano Ribeiro;Ficção;"""Ipê Artes""";RJ;""" -"""; -;UIP;38;"""77169""";15,262;;;;
2001;B0500310000000;"""Copacabana""";Carla Camurati;Ficção;"""Copacabana Filmes e Produções""";RJ;""" -"""; -;Elimar;13;"""1422805""";234,014;;;;
2001;B0500300000000;"""Domésticas, O Filme""";Fernando Meirelles/Nando Olival;Ficção;"""O2 Filmes""";SP;""" -"""; -;Pandora;5;"""422675""";91,488;;;;
2001;B0500277300000;"""Lavoura Arcaica""";Luiz Fernando Carvalho;Ficção;"""Luiz Fernando de Carvalho Produções Artísticas""";RJ;"""Videofilmes""";RJ;RioFilme;10;"""874018""";143,86;;;;
2001;B0300047000000;"""Memórias Póstumas""";André Klotzel;Ficção;"""Brás Filmes/TV Cultura""";SP/SP;""" -"""; -;Lumière;57;"""855484""";186,38;;;;
2001;B0300006100000;"""Nelson Gonçalves""";Elizeu Ewald;Documentário;"""Diler & Associados/Proview/Rob Filmes/Tele Image""";RJ/RJ/RJ/SP;""" -"""; -;RioFilme;3;"""20881""";4,381;;;;
2001;B0500314000000;"""Netto Perde Sua Alma""";Beto Souza/Tabajara Ruas;Ficção;"""Imagem B/Walper Ruas Produções""";RS/RS;""" -"""; -;RioFilme;22;"""187837""";41,479;;;;
2001;B0500309700000;"""O Casamento de Louise""";Betse de Paula;Ficção;"""Aurora Cinematográfica""";RJ;""" -"""; -;RioFilme;5;"""49126""";8,761;;;;
2001;B0600454600000;"""O Chamado de Deus""";José Joffily;Documentário;"""Coevo Filmes""";RJ;""" -"""; -;RioFilme;2;"""25316""";4,535;;;;
2001;B0500288800000;"""O Grilo Feliz""";Walbercy Ribas;Animação;"""StartAnima""";SP;""" -"""; -;HOYTS;29;"""1022404""";216,611;;;;
2001;B0500258400000;"""O Sonho de Rose, 10 Ano Depois""";Tetê Moraes;Documentário;"""Vemver Brasil""";RJ;""" -"""; -;RioFilme;5;"""46561""";12,232;;;;
2001;B0300004700000;"""O Xangô de Baker Street""";Miguel Faria Jr,;Ficção;"""Skylight/Tibet Filme""";RJ/RJ;""" -"""; -;Columbia;76;"""2275052""";366,353;;;;
2001;B0500265600000;"""Senta a Pua!""";Erik de Castro;Documentário;"""Bsb Cinema""";DF;""" -"""; -;RioFilme;8;"""78756""";13,181;;;;
2001;B0500288700000;"""Tainá - uma Aventura na Amazônia""";Sérgio Bloch/Tânia Lamarca;Ficção;"""Tietê Produções""";RJ;""" -"""; -;Art Filmes/MAM;100;"""3054492""";853,21;;;;
2001;B0600549900000;"""Tônica Dominante""";Lina Chamie;Ficção;"""Superfilmes""";SP;""" -"""; -;RioFilme;3;"""46159""";8,02;;;;
2001;B0500335400000;"""Um Anjo Trapalhão""";Alexandre Boury/Marcelo Travesso;Ficção;"""Renato Aragão Produções""";RJ;""" -"""; -;Fox;153;"""513632""";125,913;;;;
2001;B0500186600000;"""Xuxa e os Duendes""";Paulo Sérgio Almeida/Rogério Gomes;Ficção;"""Diler & Associados""";RJ;""" -"""; -;Warner;311;"""11691200""";2,657,091;;;;
2000;B0400065500000;"""A Terceira Morte de Joaquim Bolivar""";Flávio Cândido;Ficção;"""Cândido&Moraes""";RJ;""" -"""; -;RioFilme;1;"""11497""";2,33;;;;
2000;B0500309500000;"""Amélia""";Ana Carolina;Ficção;"""Crystal Cinematográfica""";RJ;""" -"""; -;RioFilme;6;"""140283""";24,431;;;;
2000;B0600534900000;"""Através da Janela""";Tata Amaral;Ficção;"""A,F, Cinema/Tangerina Entretenimento""";SP/SP;""" -"""; -;RioFilme;5;"""53960""";10,271;;;;
2000;B0500386700000;"""Bossa Nova""";Bruno Barreto;Ficção;"""Filmes do Equador/LC Barreto""";RJ/RJ;""" -"""; -;Columbia;158;"""3165333""";520,614;;;;
2000;B0700686200000;"""Cronicamente Inviável""";Sérgio Bianchi;Ficção;"""Agravo Produções Cinematográficas""";SP;""" -"""; -;RioFilme;6;"""378287""";69,443;;;;
2000;B0500312500000;"""Cruz e Sousa - o Poeta do Desterro""";Sylvio Back;Ficção;"""Usina de Kyno""";PR;""" -"""; -;RioFilme;2;"""15510""";3,608;;;;
2000;B0500311600000;"""Estorvo""";Ruy Guerra;Ficção;"""Skylight""";RJ;""" -"""; -;RioFilme;4;"""66325""";11,532;;;;
2000;B0500237200000;"""Eu, tu, eles""";Andrucha Waddington;Ficção;"""Conspiração Filmes""";RJ;""" -"""; -;Columbia;132;"""4111481""";695,682;;;;
2000;B0500363900000;"""Gêmeas""";Andrucha Waddington;Ficção;"""Conspiração Filmes""";RJ;""" -"""; -;Columbia;18;"""234781""";40,368;;;;
2000;B0600561200000;"""Hans Staden""";Luiz Alberto Pereira;Ficção;"""Lapfilme""";SP;""" -"""; -;RioFilme;9;"""238389""";46,646;;;;
2000;B0500310400000;"""Iremos a Beirute""";Marcus Moura;Ficção;"""Estação Luz Filmes""";CE;""" -"""; -;RioFilme;3;"""8751""";1,639;;;;
2000;B0500312100000;"""Minha Vida em suas Mãos""";José Antônio Garcia;Ficção;"""Roderaf Produções Artísticas""";RJ;""" -"""; -;Warner;15;"""45733""";10,222;;;;
2000;B0800875000000;"""O Auto da Compadecida""";Guel Arraes;Ficção;"""Globo Filmes""";RJ;""" -"""; -;Columbia;199;"""11496994""";2,157,166;;;;
2000;B0500309400000;"""O Dia da Caça""";Alberto Graça;Ficção;"""Mpc Filmes""";RJ;""" -"""; -;UIP/RioFilme;50;"""239708""";43,531;;;;
2000;B0500310600000;"""O Rap do Pequeno Príncipe Contra as Almas Sebosas""";Marcelo Luna/Paulo Caldas;Documentário;"""Raccord Produções""";RJ;""" -"""; -;RioFilme;9;"""73489""";22,577;;;;
2000;B0300011200000;"""Oriundi""";Ricardo Bravo;Ficção;"""Laz Audiovisual""";PR;""" -"""; -;Warner;68;"""223608""";38,755;;;;
2000;B0500406100000;"""Os Três Zuretas""";Cecílio Neto;Ficção;"""CN Cine""";SP;""" -"""; -;RioFilme;18;"""33899""";6,76;;;;
2000;B0400163400000;"""Pierre Verger: Mensageiro entre Dois Mundos""";Lula Buarque de Hollanda;Documentário;"""Conspiração Filmes/Globosat""";RJ/RJ;""" -"""; -;RioFilme;ND;"""ND""";3,4;;;;
2000;B0500247700000;"""Quase Nada""";Sergio Rezende;Ficção;"""Morena Filmes""";RJ;""" -"""; -;RioFilme;11;"""63937""";10,691;;;;
2000;B0800899400000;"""Tolerância""";Carlos Gerbase;Ficção;"""Casa de Cinema de Porto Alegre""";RS;""" -"""; -;Columbia;90;"""497953""";84,62;;;;
2000;B0500266700000;"""Um Certo Dorival Caymmi""";Aluisio Didier;Documentário;"""Brasiliana Produções""";RJ;""" -"""; -;RioFilme;2;"""10509""";2,076;;;;
2000;B0400132100000;"""Villa Lobos - uma Vida de Paixão""";Zelito Viana;Ficção;"""Mapa Filmes""";RJ;""" -"""; -;UIP/RioFilme;50;"""874453""";143,981;;;;
2000;B0500297900000;"""Xuxa Popstar""";Paulo Sérgio Almeida/Tizuka Yamasaki;Ficção;"""Diler & Associados""";RJ;"""Warner""";SP;Warner;304;"""9625191""";2,394,326;;;;
1999;B0500436200000;"""A Hora Mágica""";Guilherme de Almeida Prado;Ficção;"""Star Filmes """;SP;""" -"""; -;RioFilme;7;"""31891""";5,999;;;;
1999;B0400055300000;"""Até que a Vida nos Separe""";José Zaragoza;Ficção;"""Zaragoza Produções""";SP;""" -"""; -;RioFilme;36;"""243629""";43,815;;;;
1999;B0700724300000;"""Caminho dos Sonhos""";Luca Amberg;Ficção;"""Amberg Filmes""";SP;""" -"""; -;UIP;22;"""68060""";14,646;;;;
1999;B0500313700000;"""Castelo Rá-Tim-Bum, o Filme""";Cao Hamburger;Ficção;"""A,F, Cinema/Caos Produções""";SP;""" -"""; -;Columbia;134;"""3031875""";725,329;;;;
1999;-;"""Contos de Lygia e Morte""";Del Rangel;Ficção;"""Cinema Profissional""";SP;""" -"""; -;Lumière;2;"""3257""";649;;;;
1999;B0500286100000;"""Dois Córregos""";Carlos Reichenbach;Ficção;"""Dezenove Som e Imagens/TV Cultura""";SP/SP;""" -"""; -;RioFilme;13;"""189716""";38,017;;;;
1999;B0500304300000;"""Fé""";Ricardo Dias;Documentário;"""Superfilmes""";SP;""" -"""; -;RioFilme;4;"""42349""";8,248;;;;
1999;-;"""Histórias do Flamengo""";Alexandre Niemyer;Documentário;"""Produções Carlos Niemeyer Filmes""";RJ;""" -"""; -;RioFilme;14;"""56465""";11,157;;;;
1999;B0600618500000;"""Mário""";Hermano Penna;Ficção;"""Luz XXI/Estudios Quanta""";SP/SP;""" -"""; -;RioFilme;1;"""11929""";2,249;;;;
1999;B0400086000000;"""Mauá - o Imperador e o Rei""";Sergio Rezende;Ficção;"""Lagoa Cultural""";RJ;""" -"""; -;Buena Vista/RioFilme;78;"""923684""";195,79;;;;
1999;B0500310100000;"""No Coração dos Deuses""";Geraldo Moraes;Ficção;"""Aquarela""";DF;""" -"""; -;RioFilme;25;"""90530""";23,217;;;;
1999;B0300021500000;"""Nós que aqui Estamos por vós Esperamos""";Marcelo Masagão;Documentário;"""Um Minuto""";SP;""" -"""; -;RioFilme;4;"""285130""";58,577;;;;
1999;B0500446400000;"""O Primeiro Dia""";Daniela Thomas/Walter Salles;Ficção;"""Videofilmes""";RJ;""" -"""; -;Lumière/RioFilme;17;"""347917""";64,383;;;;
1999;B0500336400000;"""O Trapalhão e a Luz Azul""";Alexandre Boury/Paulo Aragão;Ficção;"""Globo Filmes/Renato Aragão Produções""";RJ/RJ;""" -"""; -;Lumière;239;"""2947356""";771,831;;;;
1999;B0600450400000;"""O Tronco""";João Batista de Andrade;Ficção;"""Raiz Produções""";SP;""" -"""; -;Pandora;ND;"""5000""";1;;;;
1999;B0600460600000;"""O Viajante""";Paulo César Saraceni;Ficção;"""Shater Produções Artísticas""";RJ;""" -"""; -;RioFilme;2;"""24809""";5,97;;;;
1999;B0800822000000;"""Orfeu""";Cacá Diegues;Ficção;"""Globo Filmes/Rio Vermelho Filmes""";RJ/RJ;""" -"""; -;Warner;147;"""4455409""";961,961;;;;
1999;B0800819200000;"""Os Carvoeiros""";Nigel Noble;Documentário;"""Zazen Produções""";RJ;""" -"""; -;Zazen;ND;"""5000""";1;;;;
1999;-;"""Outras Estórias""";Pedro Bial;Ficção;"""THEO Filmes""";RJ;""" -"""; -;RioFilme;6;"""102060""";21,515;;;;
1999;B0600508700000;"""Paixão Perdida""";Walter Hugo Khouri;Ficção;"""TV Cultura/Videcom""";SP/SP;""" -"""; -;RioFilme;6;"""19516""";3,596;;;;
1999;B0300013900000;"""Por Trás do Pano""";Luiz Villaça;Ficção;"""Nia Filmes""";SP;""" -"""; -;RioFilme;7;"""118411""";22,109;;;;
1999;B0901021800000;"""Santo Forte""";Eduardo Coutinho;Documentário;"""CECIP - Centro de Criação de Imagem Popular""";RJ;""" -"""; -;RioFilme;4;"""91883""";18,313;;;;
1999;B0300047700000;"""São Jerônimo""";Julio Bressane;Ficção;"""TB Produções""";RJ;""" -"""; -;RioFilme;2;"""27722""";5;;;;
1999;B0400064000000;"""Tiradentes""";Oswaldo Caldeira;Ficção;"""Oswaldo Caldeira Produções Cinematográficas/RioFilme""";RJ/RJ;""" -"""; -;RioFilme;3;"""34253""";7,489;;;;
1999;B0500310200000;"""Um Copo de Cólera""";Aluizio Abranches;Ficção;"""Tambellini Filmes""";RJ;""" -"""; -;RioFilme;7;"""309094""";58,337;;;;
1999;B0800854000000;"""Uma Aventura do Zico""";Antonio Carlos da Fontoura;Ficção;"""Filmes do Equador/Quanta-Rio""";RJ/RJ;""" -"""; -;Lumière;60;"""158373""";36,727;;;;
1999;B0500186500000;"""Xuxa Requebra""";Tizuka Yamasaki;Ficção;"""Diler & Associados""";RJ;""" -"""; -;Fox;218;"""8173376""";2,074,461;;;;
1999;-;"""Zoando na TV""";José Alvarenga Jr,;Ficção;"""Angélica Produções Artísticas/Globo Filmes//Lereby""";RJ;""" -"""; -;Columbia;143;"""3463297""";911,394;;;;
1998;B0500262300000;"""A Grande Noitada""";Denoy de Oliveira;Ficção;"""Palmares""";SP;""" -"""; -;RioFilme;1;"""7594""";1,587;;;;
1998;B0500286200000;"""Ação entre Amigos""";Beto Brant;Ficção;"""Dezenove Som e Imagens""";SP;""" -"""; -;S, Ribeiro/RioFilme;3;"""194330""";38,957;;;;
1998;-;"""Alô""";Mara Mourão;Ficção;"""Mamo Filmes""";SP;""" -"""; -;RioFilme;ND;"""13000""";2,703;;;;
1998;B0500312600000;"""Amor e Cia""";Helvécio Ratton;Ficção;"""Quimera Filmes""";MG;""" -"""; -;S, Ribeiro/RioFilme;24;"""237310""";47,179;;;;
1998;B0500261200000;"""Amores""";Domingos de Oliveira;Ficção;"""TV Zero""";RJ;""" -"""; -;S, Ribeiro/RioFilme;6;"""164418""";33,192;;;;
1998;B0300023600000;"""Bahia de Todos os Sambas""";Leon Hirszman/Paulo César Saraceni;Documentário;"""Shater Produções Artísticas""";RJ;""" -"""; -;RioFilme;1;"""5107""";1,037;;;;
1998;B0500326400000;"""Bela Donna""";Fábio Barreto;Ficção;"""Filmes do Equador""";RJ;""" -"""; -;S, Ribeiro/RioFilme;74;"""370060""";68,151;;;;
1998;B0400052500000;"""Bocage - o Triunfo do Amor""";Djalma Limongi Batista;Ficção;"""Cinema do Século XXI""";SP;""" -"""; -;RioFilme;2;"""73281""";16,621;;;;
1998;B0600556000000;"""Boleiros, Era uma Vez o Futebol""";Ugo Giorgetti;Ficção;"""SP Filmes de São Paulo""";SP;""" -"""; -;Tabu Arte;ND;"""300000""";60;;;;
1998;B0500310900000;"""Central do Brasil""";Walter Salles;Ficção;"""Videofilmes""";RJ;""" -"""; -;S, Ribeiro/RioFilme;79;"""8087276""";1,593,967;;;;
1998;-;"""Cinderela Bahiana""";Conrado Sanchez;Ficção;"""Galante Filmes""";SC;""" -"""; -;Art Filmes;ND;"""180000""";32;;;;
1998;B0500272900000;"""Como Ser Solteiro""";Rosane Svartman;Ficção;"""Raccord Produções""";RJ;""" -"""; -;S, Ribeiro/RioFilme;25;"""825101""";150,778;;;;
1998;B0500403300000;"""Coração Iluminado""";Hector Babenco;Ficção;"""HB Filmes""";SP;""" -"""; -;Columbia;19;"""92892""";17,85;;;;
1998;B0500403400000;"""For All - o Trampolim da Vitória""";Buza Ferraz/Luiz Carlos Lacerda;Ficção;"""Bigdeni Filmes""";RJ;""" -"""; -;Columbia;35;"""348628""";62,604;;;;
1998;B0400110800000;"""Kenoma""";Eliane Caffé;Ficção;"""A,F, Cinema""";SP;""" -"""; -;RioFilme;ND;"""40000""";8,197;;;;
1998;B0500310800000;"""La Serva Padrona""";Carla Camurati;Ficção;"""Copacabana Filmes e Produções""";RJ;""" -"""; -;Elimar;ND;"""250000""";50;;;;
1998;B0500242600000;"""Menino Maluquinho 2 - A Aventura""";Fabrízia Alves Pinto/Fernando Meirelles;Ficção;"""Grupo Novo de Cinema e TV""";RJ;""" -"""; -;S, Ribeiro/RioFilme;94;"""898496""";367,456;;;;
1998;B0800834800000;"""O Toque do Oboé""";Cláudio Macdowell;Ficção;"""Imágica Produções""";RJ;"""RioFilme""";RJ;RioFilme;ND;"""12000""";2,368;;;;
1998;B0500334800000;"""Policarpo Quaresma - Herói do Brasil""";Paulo Thiago;Ficção;"""Vitória Produções""";RJ;""" -"""; -;S, Ribeiro/RioFilme;11;"""183538""";76,761;;;;
1998;B0500335300000;"""Simão, o Fantasma Trapalhão""";Paulo Aragão;Ficção;"""Renato Aragão Produções""";RJ;""" -"""; -;Columbia;246;"""6118522""";1,658,136;;;;
1998;B1101381700000;"""Terra do Mar""";Eduardo Caron/Mirella Martinelli;Documentário;"""Bad Machine""";SP;""" -"""; -;RioFilme;2;"""7596""";1,531;;;;
1998;B0500307600000;"""Traição""";Arthur Fontes/Claudio Torres/José Henrique Fonseca;Ficção;"""Conspiração Filmes""";RJ;""" -"""; -;Lumière;7;"""202207""";37,572;;;;
1998;B0600491200000;"""Tudo é Brasil""";Rogério Sganzerla;Documentário;"""Mercúrio Produções""";SP;""" -"""; -;RioFilme;1;"""5348""";1,91;;;;
1997;B0500311100000;"""A Ostra e o Vento""";Walter Lima Junior;Ficção;"""Tambellini Filmes""";RJ;""" -"""; -;RioFilme;9;"""372814""";86,616;;;;
1997;B0600520300000;"""Anahy de Las Misiones""";Sérgio Silva;Ficção;"""M, Schmiedt Produções""";RS;""" -"""; -;S, Ribeiro;15;"""492560""";131;;;;
1997;B0400059500000;"""Baile Perfumado""";Lírio Ferreira/Paulo Caldas;Ficção;"""Raccord Produções""";RJ;""" -"""; -;RioFilme;7;"""326879""";73,062;;;;
1997;B0500313900000;"""Buena Sorte""";Tânia Lamarca;Ficção;"""Acquafredda Cinema/Skylight""";SC/RJ;""" -"""; -;Columbia;7;"""37654""";10,674;;;;
1997;-;"""Crede-Mi""";Bia Lessa/Dany Roland;Ficção;"""Bia Lessa Produções Artísticas""";SP;""" -"""; -;RioFilme;1;"""10585""";2,134;;;;
1997;B0500313800000;"""Ed Mort""";Alain Fresnot;Ficção;"""A,F, Cinema""";SP;""" -"""; -;RioFilme;16;"""370809""";74,195;;;;
1997;B0300027400000;"""Guerra de Canudos""";Sergio Rezende;Ficção;"""Morena Filmes""";RJ;""" -"""; -;Columbia;78;"""2725130""";655,016;;;;
1997;B0500321300000;"""Lua de Outubro""";Henrique de Freitas Lima;Ficção;"""Cinematográfica Pampeana""";RS;""" -"""; -;Paris;17;"""114351""";33,894;;;;
1997;B1101390800000;"""Miramar""";Julio Bressane;Ficção;"""Julio Bressane""";RJ;""" -"""; -;RioFilme;2;"""39451""";7,616;;;;
1997;-;"""Navalha na Carne""";Neville D'Almeida;Ficção;"""Terra Brasilis""";RJ;""" -"""; -;S, Ribeiro;101;"""784214""";170,929;;;;
1997;B0800853700000;"""O Amor Está no Ar""";Amylton de Oliveira;Ficção;"""LCA Produções""";ES;""" -"""; -;RioFilme;3;"""31816""";5,877;;;;
1997;B0800842700000;"""O Cangaceiro""";Anibal Massaini Neto;Ficção;"""Cinearte Produções Cinematográficas """;SP;""" -"""; -;S, Ribeiro;10;"""618692""";140,932;;;;
1997;B0400076600000;"""O Homem Nu""";Hugo Carvana;Ficção;"""Mac Comunicacão""";RJ;""" -"""; -;RioFilme;14;"""450321""";74,188;;;;
1997;B0500336500000;"""O Noviço Rebelde""";Tizuka Yamasaki;Ficção;"""Renato Aragão Produções""";RJ;""" -"""; -;Columbia/Art Filmes;174;"""6019150""";1,501,035;;;;
1997;B0500261400000;"""O Que É Isso Companheiro?""";Bruno Barreto;Ficção;"""Filmes do Equador""";RJ;""" -"""; -;Columbia;48;"""1787262""";321,45;;;;
1997;B1001308600000;"""O Sertão das Memórias""";José Araújo;Documentário;"""Ganesh Produções""";CE;""" -"""; -;RioFilme;ND;"""15000""";3,11;;;;
1997;B0500239200000;"""O Velho - A História de Luiz Carlos Prestes""";Toni Venturi;Documentário;"""Olhar Imaginário""";SP;""" -"""; -;RioFilme;2;"""44290""";11,874;;;;
1997;B0500420200000;"""Os Matadores""";Beto Brant;Ficção;"""Casa de Produção""";SP;""" -"""; -;RioFilme;6;"""128998""";27,014;;;;
1997;B0500311000000;"""Pequeno Dicionário Amoroso""";Sandra Werneck;Ficção;"""Cineluz Produções""";RJ;""" -"""; -;Lumière/RioFilme;23;"""2100685""";402,43;;;;
1997;B0500311300000;"""Silvino Santos - o Cineasta da Selva""";Aurélio Michelis;Documentário;"""Superfilmes""";SP;""" -"""; -;RioFilme;2;"""21386""";4,56;;;;
1997;B0600478000000;"""Um Céu de Estrelas""";Tata Amaral;Ficção;"""Tata Amaral""";SP;""" -"""; -;RioFilme;1;"""72390""";13,307;;;;
1996;"B0400061500000/
B0400085400000/
B0400057300000/
B0400051000000";"""A Felicidade É,,,""";José Roberto Torero/Cecílio Neto/Jorge Furtado/José Pedro Goulart;Ficção;"""Casa de Cinema de Porto Alegre/Superfilmes/Zeppelin Filmes """;RS/SP/RS;""" -"""; -;RioFilme;ND;"""15000""";3;;;;
1996;B0400052400000;"""As Meninas""";Emiliano Ribeiro;Ficção;"""Ipê Artes""";RJ;""" -"""; -;RioFilme;3;"""49957""";13,527;;;;
1996;-;"""Cassiopéia""";Clóvis Vieira;Animação;"""N,D,R, Filmes Produções""";SP;""" -"""; -;RioFilme;34;"""60359""";14,224;;;;
1996;B0500289500000;"""Como Nascem os Anjos""";Murilo Salles;Ficção;"""Cinema Brasil Digital""";RJ;""" -"""; -;RioFilme;2;"""200000""";41,945;;;;
1996;B0500310500000;"""Corisco e Dadá""";Rosemberg Cariry;Ficção;"""Cariri Filmes""";CE;""" -"""; -;RioFilme;ND;"""60000""";13,525;;;;
1996;B0500311200000;"""Doces Poderes""";Lucia Murat;Ficção;"""Taiga Filmes e Vídeo""";RJ;""" -"""; -;RioFilme;ND;"""60000""";13,809;;;;
1996;B0700789100000;"""Fica Comigo""";Tizuka Yamasaki;Ficção;"""Ponto Filmes/Quanta-Rio/Scena Filmes/Skylight""";RJ/RJ/RJ/RJ;""" -"""; -;RioFilme;ND;"""13000""";2,866;;;;
1996;B0500298800000;"""Jenipapo""";Monique Gardenberg;Ficção;"""Dueto Filmes""";RJ;""" -"""; -;RioFilme;ND;"""350000""";72,133;;;;
1996;-;"""Mil e Uma""";Suzana de Moraes;Ficção;"""1001 Filmes""";RJ;""" -"""; -;RioFilme;ND;"""12000""";2,403;;;;
